N_obs,SNR,L,rep,oracle_l2_to_rkhs_mean_cos2
30,0.5,1,135,0.9378188815823036
30,0.5,2,135,0.9291461361078144
30,0.5,3,135,0.9337253261348263
30,0.5,1,136,0.7472837823335762
30,0.5,2,136,0.9122522798371395
30,0.5,3,136,0.954817931310039
30,0.5,1,137,0.8772826614833541
30,0.5,2,137,0.8205756810819662
30,0.5,3,137,0.8565502464792253
30,0.5,1,138,0.8699560199036976
30,0.5,2,138,0.8773400548041927
30,0.5,3,138,0.9093837065077839
30,0.5,1,139,0.982584249482456
30,0.5,2,139,0.7422508577254416
30,0.5,3,139,0.9623851559380681
30,0.5,1,140,0.43449171542574716
30,0.5,2,140,0.9302155001855212
30,0.5,3,140,0.714370319061339
30,0.5,1,141,0.7564795667830407
30,0.5,2,141,0.9720467514304447
30,0.5,3,141,0.9650834793424711
30,0.5,1,142,0.607978989594538
30,0.5,2,142,0.7432592387218655
30,0.5,3,142,0.9115395939670575
30,0.5,1,143,0.5711168608909497
30,0.5,2,143,0.8916520052482693
30,0.5,3,143,0.9072276633033577
30,0.5,1,144,0.9483572067040706
30,0.5,2,144,0.7251921289519008
30,0.5,3,144,0.670928383054341
30,0.5,1,145,0.6302498017365471
30,0.5,2,145,0.7635720573089615
30,0.5,3,145,0.7328361865736372
30,0.5,1,146,0.962384545714057
30,0.5,2,146,0.9657499970422663
30,0.5,3,146,0.7062204100044965
30,0.5,1,147,0.09881744948961267
30,0.5,2,147,0.8606390481490905
30,0.5,3,147,0.6880694150085733
30,0.5,1,148,0.7875125618929512
30,0.5,2,148,0.9019075709988214
30,0.5,3,148,0.9072091536194492
30,0.5,1,149,0.00018713704412599863
30,0.5,2,149,0.9121706784434346
30,0.5,3,149,0.9531768923293779
30,0.5,1,150,0.8885592257521733
30,0.5,2,150,0.9671290900694924
30,0.5,3,150,0.8483087462686135
30,0.5,1,151,0.9565884141642734
30,0.5,2,151,0.9182988451241818
30,0.5,3,151,0.8358318695264342
30,0.5,1,152,0.06032358914119469
30,0.5,2,152,0.9765915141393731
30,0.5,3,152,0.7552757998222331
30,0.5,1,153,0.616997758731896
30,0.5,2,153,0.864494487453283
30,0.5,3,153,0.8659964278179944
30,0.5,1,154,0.9903899627799211
30,0.5,2,154,0.9931622059377021
30,0.5,3,154,0.9139019515592629
30,0.5,1,155,0.3517557780923653
30,0.5,2,155,0.8900408088566275
30,0.5,3,155,0.6837796982748251
30,0.5,1,156,0.9101276520177857
30,0.5,2,156,0.9446041011048967
30,0.5,3,156,0.6757200855942492
30,0.5,1,157,0.8696439301455461
30,0.5,2,157,0.7679744815907174
30,0.5,3,157,0.9839891550997703
30,0.5,1,158,0.027858200951709048
30,0.5,2,158,0.959715972052856
30,0.5,3,158,0.7831708510770031
30,0.5,1,159,0.9039409071816581
30,0.5,2,159,0.7267572723232905
30,0.5,3,159,0.9740485338202348
30,0.5,1,160,0.6759372691026583
30,0.5,2,160,0.8855549225310158
30,0.5,3,160,0.8456316782292196
30,0.5,1,161,0.8308717731763565
30,0.5,2,161,0.5144704232763704
30,0.5,3,161,0.9922993922877249
30,0.5,1,162,0.9561782804972534
30,0.5,2,162,0.9746827953173084
30,0.5,3,162,0.942986854252708
30,0.5,1,163,0.5762642821597039
30,0.5,2,163,0.9585486620556192
30,0.5,3,163,0.6711373630190535
30,0.5,1,164,0.8801792672254034
30,0.5,2,164,0.7519936531209779
30,0.5,3,164,0.7641523193308862
30,0.5,1,165,0.7740684510793601
30,0.5,2,165,0.7505891952149905
30,0.5,3,165,0.9561509076551702
30,0.5,1,166,0.10919321238518961
30,0.5,2,166,0.8670813911332925
30,0.5,3,166,0.8719479409381033
30,0.5,1,167,0.7645072916979561
30,0.5,2,167,0.7525372609545915
30,0.5,3,167,0.9136056759614931
30,0.5,1,168,0.3188373788668499
30,0.5,2,168,0.7606202608421495
30,0.5,3,168,0.9830832114291823
30,0.5,1,169,0.8925543979274542
30,0.5,2,169,0.9273578503952515
30,0.5,3,169,0.9431845849219358
30,0.5,1,170,0.8891945234368278
30,0.5,2,170,0.5385482593745278
30,0.5,3,170,0.9116195814423866
30,0.5,1,171,0.7109724360747627
30,0.5,2,171,0.4947742014020465
30,0.5,3,171,0.9909599005124115
30,0.5,1,172,0.8620893987383397
30,0.5,2,172,0.8376249243400308
30,0.5,3,172,0.6991056471079901
30,0.5,1,173,0.8740952463121338
30,0.5,2,173,0.9709958662122773
30,0.5,3,173,0.9845412175709697
30,0.5,1,174,0.8181388529741132
30,0.5,2,174,0.8103847051776735
30,0.5,3,174,0.7810665845198265
30,0.5,1,175,0.958943273692613
30,0.5,2,175,0.8802323342570728
30,0.5,3,175,0.9010049984202855
30,0.5,1,176,0.15074766405375614
30,0.5,2,176,0.9370777689605361
30,0.5,3,176,0.9510747256389562
30,0.5,1,177,0.9363854361479961
30,0.5,2,177,0.8926263359713549
30,0.5,3,177,0.9806237816021363
30,0.5,1,178,0.6681977568260735
30,0.5,2,178,0.6145597166424158
30,0.5,3,178,0.9686895736402376
30,0.5,1,179,0.05918925882804448
30,0.5,2,179,0.7204445525336391
30,0.5,3,179,0.9685385074383103
30,0.5,1,180,0.35228144815375034
30,0.5,2,180,0.8535399189912569
30,0.5,3,180,0.969115583092297
30,0.5,1,181,0.6614707655658265
30,0.5,2,181,0.9538067697283148
30,0.5,3,181,0.9194622868457115
30,0.5,1,182,0.9299593481292935
30,0.5,2,182,0.4844151591731412
30,0.5,3,182,0.7756245081981326
30,0.5,1,183,0.2952675208979759
30,0.5,2,183,0.7883476357085637
30,0.5,3,183,0.8767306505327085
30,0.5,1,184,0.9236413354263874
30,0.5,2,184,0.8055328857715158
30,0.5,3,184,0.6813725279531876
30,0.5,1,185,0.44161001882142403
30,0.5,2,185,0.910352799817469
30,0.5,3,185,0.8284815538461459
30,0.5,1,186,0.9703516637620403
30,0.5,2,186,0.9754089252013838
30,0.5,3,186,0.7129487359691965
30,0.5,1,187,0.8545044832626463
30,0.5,2,187,0.7047216672139993
30,0.5,3,187,0.9905180142519235
30,0.5,1,188,0.9647554923615743
30,0.5,2,188,0.8663519046629838
30,0.5,3,188,0.8213520309757188
30,0.5,1,189,0.7680759639542136
30,0.5,2,189,0.5052237962179151
30,0.5,3,189,0.9733786088669222
30,0.5,1,190,0.8561127425202224
30,0.5,2,190,0.9352267937776692
30,0.5,3,190,0.891921757911323
30,0.5,1,191,0.7713251531400371
30,0.5,2,191,0.9133956751587378
30,0.5,3,191,0.9451341250999916
30,0.5,1,192,0.8236162630131648
30,0.5,2,192,0.9664990930573272
30,0.5,3,192,0.9896716718841135
30,0.5,1,193,0.9361741248586789
30,0.5,2,193,0.9175873091574418
30,0.5,3,193,0.9384408269766066
30,0.5,1,194,0.8298379573590313
30,0.5,2,194,0.8878189112282906
30,0.5,3,194,0.8787611994805151
30,0.5,1,195,0.540910738543181
30,0.5,2,195,0.5486797968208792
30,0.5,3,195,0.9189048164339856
30,0.5,1,196,0.9498883063646668
30,0.5,2,196,0.9143541270277928
30,0.5,3,196,0.7960702702116452
30,0.5,1,197,0.9467620830020417
30,0.5,2,197,0.9145561266181651
30,0.5,3,197,0.9802847865100266
30,0.5,1,198,0.9365237515265838
30,0.5,2,198,0.8680864571971048
30,0.5,3,198,0.9363991454784699
30,0.5,1,199,0.20959800865471914
30,0.5,2,199,0.9034700908209764
30,0.5,3,199,0.8825768529650242
30,1.0,1,0,0.835241184310706
30,1.0,2,0,0.8615094815028579
30,1.0,3,0,0.981726261050004
30,1.0,1,1,0.9058451811446244
30,1.0,2,1,0.8180118811217276
30,1.0,3,1,0.9806980539020463
30,1.0,1,2,0.49740703637181877
30,1.0,2,2,0.8151968578905096
30,1.0,3,2,0.9968013109205781
30,1.0,1,3,0.8772604963009668
30,1.0,2,3,0.8673062234708013
30,1.0,3,3,0.9485973403495912
30,1.0,1,4,0.7778658336803159
30,1.0,2,4,0.6806196126761878
30,1.0,3,4,0.9460819297463363
30,1.0,1,5,0.8661381623263185
30,1.0,2,5,0.8936195454752776
30,1.0,3,5,0.9302590830617218
30,1.0,1,6,0.8888108467507874
30,1.0,2,6,0.9711857615305785
30,1.0,3,6,0.7620770071497981
30,1.0,1,7,0.5544287553710661
30,1.0,2,7,0.8622896166032716
30,1.0,3,7,0.9505361473367023
30,1.0,1,8,0.8389744396079938
30,1.0,2,8,0.8408672643732102
30,1.0,3,8,0.8425017518421036
30,1.0,1,9,0.4448795339517746
30,1.0,2,9,0.8052799491564611
30,1.0,3,9,0.9590959496809494
30,1.0,1,10,0.9205011470472328
30,1.0,2,10,0.7250319093743612
30,1.0,3,10,0.7853312398794375
30,1.0,1,11,0.8381593466705921
30,1.0,2,11,0.8276757671614061
30,1.0,3,11,0.6702041115485063
30,1.0,1,12,0.824854781186875
30,1.0,2,12,0.9530933066734555
30,1.0,3,12,0.7368704180637492
30,1.0,1,13,0.9824085841353577
30,1.0,2,13,0.826601361711407
30,1.0,3,13,0.8026380171167289
30,1.0,1,14,0.9282598139156464
30,1.0,2,14,0.4988133469709047
30,1.0,3,14,0.9846442237955729
30,1.0,1,15,0.6978618579933918
30,1.0,2,15,0.5696417289617928
30,1.0,3,15,0.9398136295814105
30,1.0,1,16,0.31791610023743405
30,1.0,2,16,0.933155513937802
30,1.0,3,16,0.8920964894987318
30,1.0,1,17,0.9411957375962055
30,1.0,2,17,0.8144399850383122
30,1.0,3,17,0.9091052205114344
30,1.0,1,18,0.8928334687792395
30,1.0,2,18,0.9034149027030116
30,1.0,3,18,0.6678794200166048
30,1.0,1,19,0.8649029271287509
30,1.0,2,19,0.8662230404731208
30,1.0,3,19,0.9644210553560933
30,1.0,1,20,0.863823656681004
30,1.0,2,20,0.569227737200954
30,1.0,3,20,0.9337683571434553
30,1.0,1,21,0.9064988257428297
30,1.0,2,21,0.9150641485120604
30,1.0,3,21,0.962997193523815
30,1.0,1,22,0.7873952845580193
30,1.0,2,22,0.9570909798641875
30,1.0,3,22,0.8683550490119214
30,1.0,1,23,0.023359446065349652
30,1.0,2,23,0.8994420984355818
30,1.0,3,23,0.7999922171836847
30,1.0,1,24,0.9156801180464885
30,1.0,2,24,0.6697873260213545
30,1.0,3,24,0.7425138461954851
30,1.0,1,25,0.3647487871919324
30,1.0,2,25,0.8286131693338141
30,1.0,3,25,0.9442674569187336
30,1.0,1,26,0.7849197607422196
30,1.0,2,26,0.5017653109167511
30,1.0,3,26,0.8234387315728401
30,1.0,1,27,0.9027090581088532
30,1.0,2,27,0.5766198832423075
30,1.0,3,27,0.8372533743269774
30,1.0,1,28,0.5372514607659704
30,1.0,2,28,0.8198356538796101
30,1.0,3,28,0.9359942399937665
30,1.0,1,29,0.9161655754225664
30,1.0,2,29,0.9536423113546835
30,1.0,3,29,0.9848973206951125
30,1.0,1,30,0.60492022425529
30,1.0,2,30,0.9323058617013331
30,1.0,3,30,0.7056626600914861
30,1.0,1,31,0.7512789367498613
30,1.0,2,31,0.8055816849540283
30,1.0,3,31,0.9960825140336339
30,1.0,1,32,0.9395070283717537
30,1.0,2,32,0.8807345551794525
30,1.0,3,32,0.9224206699626407
30,1.0,1,33,0.6692027022296719
30,1.0,2,33,0.8603104616191528
30,1.0,3,33,0.9882743878072492
30,1.0,1,34,0.5736256086711472
30,1.0,2,34,0.5854760727348818
30,1.0,3,34,0.9122370889138088
30,1.0,1,35,0.9060888416254551
30,1.0,2,35,0.7770619352635719
30,1.0,3,35,0.9116567152987747
30,1.0,1,36,0.529575116071197
30,1.0,2,36,0.7985269978680117
30,1.0,3,36,0.9399916520385797
30,1.0,1,37,0.917864320362033
30,1.0,2,37,0.8738860828611956
30,1.0,3,37,0.9367183290196522
30,1.0,1,38,0.6575856909515294
30,1.0,2,38,0.9766455256475778
30,1.0,3,38,0.9976770707537641
30,1.0,1,39,0.6139309739940824
30,1.0,2,39,0.8232625092989745
30,1.0,3,39,0.9402103171339281
30,1.0,1,40,0.25140980063645535
30,1.0,2,40,0.5952217091776653
30,1.0,3,40,0.6683148254371831
30,1.0,1,41,0.8684522315590126
30,1.0,2,41,0.9255297248725858
30,1.0,3,41,0.9515142022517907
30,1.0,1,42,0.8570656562708773
30,1.0,2,42,0.5565601191688643
30,1.0,3,42,0.9593966835534196
30,1.0,1,43,0.76090333397397
30,1.0,2,43,0.9028242390978023
30,1.0,3,43,0.9918776103963953
30,1.0,1,44,0.8402736028691995
30,1.0,2,44,0.9002879056697177
30,1.0,3,44,0.8870228315427214
30,1.0,1,45,0.29364222333312695
30,1.0,2,45,0.9345208436725446
30,1.0,3,45,0.8496335662017356
30,1.0,1,46,0.77742488822816
30,1.0,2,46,0.777527601772781
30,1.0,3,46,0.9756181071367164
30,1.0,1,47,0.8747125459857527
30,1.0,2,47,0.8432586293314964
30,1.0,3,47,0.8563552377290536
30,1.0,1,48,0.4262380033383003
30,1.0,2,48,0.872234423573826
30,1.0,3,48,0.674306272790739
30,1.0,1,49,0.8917988383799779
30,1.0,2,49,0.8868934599735722
30,1.0,3,49,0.8107913245958156
30,1.0,1,50,0.6522249487779037
30,1.0,2,50,0.6031517581923644
30,1.0,3,50,0.9929523529722323
30,1.0,1,51,0.6126299067790529
30,1.0,2,51,0.9304039787025375
30,1.0,3,51,0.9538956522107136
30,1.0,1,52,0.9241811779511041
30,1.0,2,52,0.8215965344725061
30,1.0,3,52,0.9583051759318449
30,1.0,1,53,0.8471101347305683
30,1.0,2,53,0.723376194258322
30,1.0,3,53,0.9808178193600412
30,1.0,1,54,0.8736157438775017
30,1.0,2,54,0.8246816372272692
30,1.0,3,54,0.8313000990386857
30,1.0,1,55,0.7890932138711053
30,1.0,2,55,0.9747077431462197
30,1.0,3,55,0.8162531494680726
30,1.0,1,56,0.9731483724519738
30,1.0,2,56,0.9642040880773349
30,1.0,3,56,0.9895636322448674
30,1.0,1,57,0.8283425039817098
30,1.0,2,57,0.5275786286520242
30,1.0,3,57,0.9847573938112832
30,1.0,1,58,0.9817555367235962
30,1.0,2,58,0.8602947518041832
30,1.0,3,58,0.6689365880354462
30,1.0,1,59,0.9766572927518088
30,1.0,2,59,0.9780420660231445
30,1.0,3,59,0.8758016084632048
30,1.0,1,60,0.8974661887732451
30,1.0,2,60,0.7571808676326605
30,1.0,3,60,0.860466631398359
30,1.0,1,61,0.7580810043761397
30,1.0,2,61,0.9643822434168087
30,1.0,3,61,0.8244853241485163
30,1.0,1,62,0.24957735456572755
30,1.0,2,62,0.8218662164466379
30,1.0,3,62,0.954138933970912
30,1.0,1,63,0.7762288207484112
30,1.0,2,63,0.8560673651482582
30,1.0,3,63,0.9869199520483029
30,1.0,1,64,0.9056674129127036
30,1.0,2,64,0.9483193642689969
30,1.0,3,64,0.9973762826420008
30,1.0,1,65,0.5394222221581928
30,1.0,2,65,0.4843858851232543
30,1.0,3,65,0.9450393148170577
30,1.0,1,66,0.8719872417151402
30,1.0,2,66,0.5497992490911486
30,1.0,3,66,0.6666832930196439
30,1.0,1,67,0.8908706722034978
30,1.0,2,67,0.8493828570227253
30,1.0,3,67,0.7780607623882178
30,1.0,1,68,0.21498118916514938
30,1.0,2,68,0.9874035329520869
30,1.0,3,68,0.977881939952045
30,1.0,1,69,0.4639546100809631
30,1.0,2,69,0.8372988484345898
30,1.0,3,69,0.9860827308164687
30,1.0,1,70,0.4147319947026686
30,1.0,2,70,0.98149746671425
30,1.0,3,70,0.8836291248414984
30,1.0,1,71,0.9066393043775726
30,1.0,2,71,0.9844709935054003
30,1.0,3,71,0.675547795050291
30,1.0,1,72,0.5628945868375557
30,1.0,2,72,0.857474363324672
30,1.0,3,72,0.7130292642532364
30,1.0,1,73,0.8914664497253265
30,1.0,2,73,0.8246139471319249
30,1.0,3,73,0.8104235233871359
30,1.0,1,74,0.9052726421531554
30,1.0,2,74,0.9101116779682498
30,1.0,3,74,0.6696116838473287
30,1.0,1,75,0.821725947004136
30,1.0,2,75,0.9442134696395648
30,1.0,3,75,0.9620335323269572
30,1.0,1,76,0.8124948194176307
30,1.0,2,76,0.5042738022341623
30,1.0,3,76,0.9913446572698971
30,1.0,1,77,0.8162336845610463
30,1.0,2,77,0.5476519841974223
30,1.0,3,77,0.8901468303207611
30,1.0,1,78,0.015974175619081547
30,1.0,2,78,0.8253314525615513
30,1.0,3,78,0.935609468347049
30,1.0,1,79,0.9053092150556862
30,1.0,2,79,0.6861234170252044
30,1.0,3,79,0.9675018384578182
30,1.0,1,80,0.8863292625995912
30,1.0,2,80,0.5788759362250085
30,1.0,3,80,0.8866360341048579
30,1.0,1,81,0.9108598591586967
30,1.0,2,81,0.8550363210562801
30,1.0,3,81,0.8815773493412707
30,1.0,1,82,0.4218779617662359
30,1.0,2,82,0.9190754807246233
30,1.0,3,82,0.7234838168037513
30,1.0,1,83,0.15258753551802995
30,1.0,2,83,0.965373293821675
30,1.0,3,83,0.8697935135484548
30,1.0,1,84,0.9522266112671094
30,1.0,2,84,0.9103462771443347
30,1.0,3,84,0.6906385764413391
30,1.0,1,85,0.24192274626835744
30,1.0,2,85,0.9350702584774737
30,1.0,3,85,0.9464112397612455
30,1.0,1,86,0.6919776880880109
30,1.0,2,86,0.7638384542551413
30,1.0,3,86,0.915949801821565
30,1.0,1,87,0.15490938296962742
30,1.0,2,87,0.7469873002937912
30,1.0,3,87,0.8900166607533911
30,1.0,1,88,0.924242340619822
30,1.0,2,88,0.8656137954962618
30,1.0,3,88,0.8527526459854763
30,1.0,1,89,0.9250559042772026
30,1.0,2,89,0.9640913077567166
30,1.0,3,89,0.9249352381123987
30,1.0,1,90,0.8004752003374154
30,1.0,2,90,0.677328568590718
30,1.0,3,90,0.6720677555079134
30,1.0,1,91,0.014833755323525693
30,1.0,2,91,0.980785417671431
30,1.0,3,91,0.8708121195616919
30,1.0,1,92,0.9668571227843233
30,1.0,2,92,0.7841978907192142
30,1.0,3,92,0.9809550589731632
30,1.0,1,93,0.04174477186565518
30,1.0,2,93,0.9182516719987783
30,1.0,3,93,0.8766251864298087
30,1.0,1,94,0.8855178354368991
30,1.0,2,94,0.5004433783998654
30,1.0,3,94,0.9765847508876472
30,1.0,1,95,0.9303189943527411
30,1.0,2,95,0.9540766688529175
30,1.0,3,95,0.9371394135846064
30,1.0,1,96,0.9322041126588798
30,1.0,2,96,0.9707165433630298
30,1.0,3,96,0.8193561243871245
30,1.0,1,97,0.7341127109102491
30,1.0,2,97,0.8596801575438693
30,1.0,3,97,0.9792659586814865
30,1.0,1,98,0.40511847369318277
30,1.0,2,98,0.9731681384935436
30,1.0,3,98,0.6774618665306549
30,1.0,1,99,0.7901373763493125
30,1.0,2,99,0.8129534451901498
30,1.0,3,99,0.8415179813797858
30,1.0,1,100,0.8901104156662607
30,1.0,2,100,0.530032218493087
30,1.0,3,100,0.9189841003487759
30,1.0,1,101,0.06202227894763237
30,1.0,2,101,0.9207590317090242
30,1.0,3,101,0.9846843837584304
30,1.0,1,102,0.12569238936145707
30,1.0,2,102,0.8435821161587608
30,1.0,3,102,0.9103432101352911
30,1.0,1,103,0.8689002800502141
30,1.0,2,103,0.8221854134878962
30,1.0,3,103,0.7963229006018665
30,1.0,1,104,0.9421327919907627
30,1.0,2,104,0.9220366206572526
30,1.0,3,104,0.8573865628681868
30,1.0,1,105,0.793375416999227
30,1.0,2,105,0.8820613006969042
30,1.0,3,105,0.9226090399949838
30,1.0,1,106,0.810866683619658
30,1.0,2,106,0.521572643941993
30,1.0,3,106,0.7082490962898826
30,1.0,1,107,0.02595393401199226
30,1.0,2,107,0.8044359312072249
30,1.0,3,107,0.9536266214067033
30,1.0,1,108,0.9433815686828686
30,1.0,2,108,0.9068156905601213
30,1.0,3,108,0.822888753212543
30,1.0,1,109,0.23292212566454482
30,1.0,2,109,0.7520660722407703
30,1.0,3,109,0.9289151338170125
30,1.0,1,110,0.925368615274329
30,1.0,2,110,0.5042862831585434
30,1.0,3,110,0.9595397696086158
30,1.0,1,111,0.19128830373351555
30,1.0,2,111,0.5005809721743552
30,1.0,3,111,0.9681484791894546
30,1.0,1,112,0.6695524596427693
30,1.0,2,112,0.8606976026915346
30,1.0,3,112,0.849151264066411
30,1.0,1,113,0.9152154604508469
30,1.0,2,113,0.879333259623087
30,1.0,3,113,0.6797027872508677
30,1.0,1,114,0.9050223074213102
30,1.0,2,114,0.9428750960169301
30,1.0,3,114,0.9691489878041922
30,1.0,1,115,0.057924579360015244
30,1.0,2,115,0.8899749624996741
30,1.0,3,115,0.9864088559465994
30,1.0,1,116,0.28931889379478953
30,1.0,2,116,0.6565150948617304
30,1.0,3,116,0.9938351492299029
30,1.0,1,117,0.8582686713574786
30,1.0,2,117,0.8360948352738682
30,1.0,3,117,0.9600632719089649
30,1.0,1,118,0.969722887084433
30,1.0,2,118,0.9791680601790909
30,1.0,3,118,0.9173460414967506
30,1.0,1,119,0.8629839042371131
30,1.0,2,119,0.6653899146592259
30,1.0,3,119,0.7039882580699306
30,1.0,1,120,0.871960151538441
30,1.0,2,120,0.6872142615256145
30,1.0,3,120,0.9611633124975926
30,1.0,1,121,0.9031798959678874
30,1.0,2,121,0.8358888890929286
30,1.0,3,121,0.8427832996101222
30,1.0,1,122,0.190838966530101
30,1.0,2,122,0.929984020541904
30,1.0,3,122,0.9887966091803797
30,1.0,1,123,0.8761362318074528
30,1.0,2,123,0.926913131080856
30,1.0,3,123,0.9701012099176521
30,1.0,1,124,0.30089539210465555
30,1.0,2,124,0.8052402958111026
30,1.0,3,124,0.8828511821291927
30,1.0,1,125,0.4370676227229579
30,1.0,2,125,0.8290387506808754
30,1.0,3,125,0.8826122508864728
30,1.0,1,126,0.7133803463214091
30,1.0,2,126,0.5013329486516035
30,1.0,3,126,0.977472965967667
30,1.0,1,127,0.8192842665529066
30,1.0,2,127,0.8452602931463858
30,1.0,3,127,0.856552148841692
30,1.0,1,128,0.8489686183381772
30,1.0,2,128,0.7402626135185184
30,1.0,3,128,0.8949986618610045
30,1.0,1,129,0.36602965249353037
30,1.0,2,129,0.8742620545921787
30,1.0,3,129,0.9010310771465346
30,1.0,1,130,0.8146520907140185
30,1.0,2,130,0.857109642023013
30,1.0,3,130,0.982029894222053
30,1.0,1,131,0.6176760049621881
30,1.0,2,131,0.7712896868081156
30,1.0,3,131,0.9070086301435456
30,1.0,1,132,0.855681976302312
30,1.0,2,132,0.9791213420331046
30,1.0,3,132,0.9820559612889328
30,1.0,1,133,0.4933871458370412
30,1.0,2,133,0.9422733975023692
30,1.0,3,133,0.9872146037504157
30,1.0,1,134,0.8131163945567299
30,1.0,2,134,0.5948079210553148
30,1.0,3,134,0.9876657870714475
30,1.0,1,135,0.05876980810014046
30,1.0,2,135,0.7107762182720145
30,1.0,3,135,0.9846834008693257
30,1.0,1,136,0.6032969122953638
30,1.0,2,136,0.9522834505305864
30,1.0,3,136,0.9619174008902885
30,1.0,1,137,0.6901154669412605
30,1.0,2,137,0.6511961833253054
30,1.0,3,137,0.9466893536313084
30,1.0,1,138,0.9665024744623241
30,1.0,2,138,0.9531543177296397
30,1.0,3,138,0.7163222504566552
30,1.0,1,139,1.222532398028868e-06
30,1.0,2,139,0.8326136444460523
30,1.0,3,139,0.7971193918119703
30,1.0,1,140,0.9871623837607378
30,1.0,2,140,0.7440614594317407
30,1.0,3,140,0.8996156731362216
30,1.0,1,141,0.7918344033417926
30,1.0,2,141,0.8957031244950703
30,1.0,3,141,0.7634843556290293
30,1.0,1,142,0.863475012672242
30,1.0,2,142,0.8270645341541774
30,1.0,3,142,0.6806186668953434
30,1.0,1,143,0.7397628909348797
30,1.0,2,143,0.5319079086348202
30,1.0,3,143,0.9953507084261509
30,1.0,1,144,0.9158472672663077
30,1.0,2,144,0.671563523233592
30,1.0,3,144,0.9767576464581372
30,1.0,1,145,0.7491244178707005
30,1.0,2,145,0.8993715323509635
30,1.0,3,145,0.7562254867563128
30,1.0,1,146,0.9007979489254383
30,1.0,2,146,0.519503777857128
30,1.0,3,146,0.9333337385644341
30,1.0,1,147,0.34287045017189094
30,1.0,2,147,0.9802310773668828
30,1.0,3,147,0.7816706399038617
30,1.0,1,148,0.07931802288272251
30,1.0,2,148,0.9186857818660925
30,1.0,3,148,0.9276977213147299
30,1.0,1,149,0.4949947734006559
30,1.0,2,149,0.7694132242231235
30,1.0,3,149,0.9695645983292734
30,1.0,1,150,0.9520920157172721
30,1.0,2,150,0.9575849565076066
30,1.0,3,150,0.7771703488362885
30,1.0,1,151,0.7870977643207206
30,1.0,2,151,0.970400694950304
30,1.0,3,151,0.9175483618572073
30,1.0,1,152,0.6062793645214303
30,1.0,2,152,0.9349308064220578
30,1.0,3,152,0.9732405505376454
30,1.0,1,153,0.9739934540744987
30,1.0,2,153,0.7563974040595076
30,1.0,3,153,0.7399814060538144
30,1.0,1,154,0.7486308111934578
30,1.0,2,154,0.8827602417627569
30,1.0,3,154,0.9464284583028885
30,1.0,1,155,0.8276091314155776
30,1.0,2,155,0.8591342935016115
30,1.0,3,155,0.7828372579691455
30,1.0,1,156,0.8533298749636539
30,1.0,2,156,0.8837128770430172
30,1.0,3,156,0.6987933964332288
30,1.0,1,157,0.8476912805196156
30,1.0,2,157,0.5482729665680546
30,1.0,3,157,0.8764328917910494
30,1.0,1,158,0.5482774584785813
30,1.0,2,158,0.7151497952217352
30,1.0,3,158,0.7622347955820589
30,1.0,1,159,0.7551797223162341
30,1.0,2,159,0.8410888370310508
30,1.0,3,159,0.9137833807181307
30,1.0,1,160,2.991310909706734e-05
30,1.0,2,160,0.7425581683443242
30,1.0,3,160,0.7101510836327204
30,1.0,1,161,0.6025065330994864
30,1.0,2,161,0.8521595034010683
30,1.0,3,161,0.9768590978941574
30,1.0,1,162,0.9471578107593236
30,1.0,2,162,0.9678899183572223
30,1.0,3,162,0.8151914554381762
30,1.0,1,163,0.9349662491051959
30,1.0,2,163,0.9130551860469452
30,1.0,3,163,0.8066118147492815
30,1.0,1,164,0.07046774099960676
30,1.0,2,164,0.9377269007429946
30,1.0,3,164,0.9561790308513648
30,1.0,1,165,0.9535222752725712
30,1.0,2,165,0.9812740803690043
30,1.0,3,165,0.9059705101974442
30,1.0,1,166,0.8432543520984154
30,1.0,2,166,0.8625606482190822
30,1.0,3,166,0.9412496515693167
30,1.0,1,167,0.9459138964407975
30,1.0,2,167,0.9704905347408421
30,1.0,3,167,0.6825239768598578
30,1.0,1,168,0.03907471852353563
30,1.0,2,168,0.9552862479720111
30,1.0,3,168,0.7865281538915511
30,1.0,1,169,0.9051242600000485
30,1.0,2,169,0.7526515410697846
30,1.0,3,169,0.7736165816177892
30,1.0,1,170,0.709355373172006
30,1.0,2,170,0.8862284871934548
30,1.0,3,170,0.9134303147835285
30,1.0,1,171,0.9450156992155897
30,1.0,2,171,0.8932963366168307
30,1.0,3,171,0.9435044104091483
30,1.0,1,172,0.7751655990131963
30,1.0,2,172,0.6936634715454343
30,1.0,3,172,0.9847479364907002
30,1.0,1,173,0.7214653524800172
30,1.0,2,173,0.5499443970625638
30,1.0,3,173,0.9783761736850597
30,1.0,1,174,0.7828301490268323
30,1.0,2,174,0.7818688639607039
30,1.0,3,174,0.7836291531155015
30,1.0,1,175,0.9293189873629355
30,1.0,2,175,0.9568408220567957
30,1.0,3,175,0.712402498912711
30,1.0,1,176,0.8048436327196674
30,1.0,2,176,0.5538101764929776
30,1.0,3,176,0.7807150907805203
30,1.0,1,177,0.7742668543739251
30,1.0,2,177,0.8996494618013738
30,1.0,3,177,0.9719822490479002
30,1.0,1,178,0.9130941454656989
30,1.0,2,178,0.5897523995674603
30,1.0,3,178,0.9722425397689362
30,1.0,1,179,0.8824594400653474
30,1.0,2,179,0.9132123639569621
30,1.0,3,179,0.9490433904279683
30,1.0,1,180,0.8958403757139052
30,1.0,2,180,0.9681921338031165
30,1.0,3,180,0.9875833373366282
