N_obs,SNR,L,rep,oracle_l2_to_rkhs_mean_cos2
15,1.0,1,43,0.7765862125650724
15,1.0,2,43,0.6003072185083376
15,1.0,3,43,0.6829539453777572
15,1.0,1,44,0.9423050087283791
15,1.0,2,44,0.6184063489436527
15,1.0,3,44,0.9432609763854982
15,1.0,1,45,0.9660914277370269
15,1.0,2,45,0.9270657160869678
15,1.0,3,45,0.6979129099401217
15,1.0,1,46,0.6029866021116917
15,1.0,2,46,0.8849616318800576
15,1.0,3,46,0.9644638770275876
15,1.0,1,47,0.8086646217847328
15,1.0,2,47,0.7097711460971674
15,1.0,3,47,0.9679096849834719
15,1.0,1,48,0.5241885919553793
15,1.0,2,48,0.5536103003413426
15,1.0,3,48,0.9953449969064372
15,1.0,1,49,0.8915929513430716
15,1.0,2,49,0.5529550531481028
15,1.0,3,49,0.6676051902887948
15,1.0,1,50,0.9583246848604488
15,1.0,2,50,0.9792357767220411
15,1.0,3,50,0.9140984608629988
15,1.0,1,51,0.9453649172087873
15,1.0,2,51,0.9747750339800032
15,1.0,3,51,0.7103960470981896
15,1.0,1,52,0.3337841730677032
15,1.0,2,52,0.8822837473849036
15,1.0,3,52,0.9754733541373684
15,1.0,1,53,0.6814445514364952
15,1.0,2,53,0.5142665360506524
15,1.0,3,53,0.9227292177395984
15,1.0,1,54,0.1060352790331161
15,1.0,2,54,0.8959848376638821
15,1.0,3,54,0.7823666135017743
15,1.0,1,55,0.8393320469820373
15,1.0,2,55,0.8858589492348956
15,1.0,3,55,0.7507748947467601
15,1.0,1,56,0.7578871308056098
15,1.0,2,56,0.5868305063810455
15,1.0,3,56,0.9517188315929322
15,1.0,1,57,0.8255620764196252
15,1.0,2,57,0.9431585059329888
15,1.0,3,57,0.7714576190760486
15,1.0,1,58,0.8425607792823359
15,1.0,2,58,0.5872724296992545
15,1.0,3,58,0.8075856650766117
15,1.0,1,59,0.8702385423352449
15,1.0,2,59,0.8437106110697284
15,1.0,3,59,0.9724672882217705
15,1.0,1,60,0.9163449755258769
15,1.0,2,60,0.953832507549691
15,1.0,3,60,0.9657283752373838
15,1.0,1,61,0.40164075203024696
15,1.0,2,61,0.7827451200090089
15,1.0,3,61,0.9691905709348841
15,1.0,1,62,0.4661056996044702
15,1.0,2,62,0.7845168800331577
15,1.0,3,62,0.7114209195129652
15,1.0,1,63,0.8569238690259071
15,1.0,2,63,0.9637087006400162
15,1.0,3,63,0.7768685836043527
15,1.0,1,64,0.2737856378258177
15,1.0,2,64,0.7592932723524087
15,1.0,3,64,0.8995746669139709
15,1.0,1,65,0.7582901282790032
15,1.0,2,65,0.8508025221220437
15,1.0,3,65,0.9713408414867247
15,1.0,1,66,0.39114339121186775
15,1.0,2,66,0.9100795669907509
15,1.0,3,66,0.8501411240559219
15,1.0,1,67,0.15336281153552228
15,1.0,2,67,0.855176323086617
15,1.0,3,67,0.9542955106476558
15,1.0,1,68,0.7649159281022617
15,1.0,2,68,0.829572859132829
15,1.0,3,68,0.9835787703258259
15,1.0,1,69,0.4560935836283905
15,1.0,2,69,0.735491043815576
15,1.0,3,69,0.9736707123648106
15,1.0,1,70,0.1432233472644607
15,1.0,2,70,0.6260136842998913
15,1.0,3,70,0.9861966358178287
15,1.0,1,71,0.8970327958701718
15,1.0,2,71,0.8020583805559711
15,1.0,3,71,0.9557670202647639
15,1.0,1,72,0.7338107365429369
15,1.0,2,72,0.6064483137284022
15,1.0,3,72,0.8787683494533428
15,1.0,1,73,0.8524868910631412
15,1.0,2,73,0.595925505923738
15,1.0,3,73,0.9805262831282229
15,1.0,1,74,0.8826132158331798
15,1.0,2,74,0.8358011136769092
15,1.0,3,74,0.7454651646128667
15,1.0,1,75,0.19910005776450831
15,1.0,2,75,0.8460480749301911
15,1.0,3,75,0.9596635784578016
15,1.0,1,76,0.27281098005234017
15,1.0,2,76,0.9312392122003899
15,1.0,3,76,0.7632096493360011
15,1.0,1,77,0.7179349004382228
15,1.0,2,77,0.716655629838487
15,1.0,3,77,0.9726536445594284
15,1.0,1,78,0.9167712604369148
15,1.0,2,78,0.9037616623379561
15,1.0,3,78,0.975881109320763
15,1.0,1,79,0.8991435807254305
15,1.0,2,79,0.49581284286022836
15,1.0,3,79,0.6768642792707172
15,1.0,1,80,0.7349478948414476
15,1.0,2,80,0.5869795577817772
15,1.0,3,80,0.9575254716533133
15,1.0,1,81,0.5438974303537998
15,1.0,2,81,0.8441010928057864
15,1.0,3,81,0.965914982917245
15,1.0,1,82,0.5029935203850033
15,1.0,2,82,0.8342349582883237
15,1.0,3,82,0.8990132630159375
15,1.0,1,83,0.6024363546860688
15,1.0,2,83,0.687619567396148
15,1.0,3,83,0.9516308210113867
15,1.0,1,84,0.09630369450941137
15,1.0,2,84,0.8670892603961756
15,1.0,3,84,0.7368147286333456
15,1.0,1,85,0.7817845005493678
15,1.0,2,85,0.646231197301286
15,1.0,3,85,0.9388473349207384
15,1.0,1,86,0.440147908177064
15,1.0,2,86,0.8300286687978571
15,1.0,3,86,0.8699120871926146
15,1.0,1,87,0.6351259614237558
15,1.0,2,87,0.9526120667223978
15,1.0,3,87,0.9142820482593693
15,1.0,1,88,0.9452914611296391
15,1.0,2,88,0.9702139921362447
15,1.0,3,88,0.8781057894241485
15,1.0,1,89,0.9182365320575617
15,1.0,2,89,0.7602080275422085
15,1.0,3,89,0.9025079308362485
15,1.0,1,90,0.9471709768382579
15,1.0,2,90,0.9718188552418827
15,1.0,3,90,0.9624559560395811
15,1.0,1,91,0.04664933126480279
15,1.0,2,91,0.9593084244299332
15,1.0,3,91,0.9547501932428238
15,1.0,1,92,0.42147035909448416
15,1.0,2,92,0.9058975982498807
15,1.0,3,92,0.8182719812155095
15,1.0,1,93,0.36384433075414263
15,1.0,2,93,0.8777524152798506
15,1.0,3,93,0.7374134626986244
15,1.0,1,94,0.2777021461247247
15,1.0,2,94,0.7861500043380165
15,1.0,3,94,0.9759979293139636
15,1.0,1,95,0.9206414568777798
15,1.0,2,95,0.9130567694689222
15,1.0,3,95,0.9896847792877584
15,1.0,1,96,0.6733192260287181
15,1.0,2,96,0.8658852731640732
15,1.0,3,96,0.9869291552694426
15,1.0,1,97,0.3638602684511963
15,1.0,2,97,0.6730371391895872
15,1.0,3,97,0.9823801090275017
15,1.0,1,98,0.8700155647869497
15,1.0,2,98,0.6998062535215092
15,1.0,3,98,0.9742973861860503
15,1.0,1,99,0.2051894789258739
15,1.0,2,99,0.6631951677922204
15,1.0,3,99,0.9126006330400815
15,1.0,1,100,0.7823802985253623
15,1.0,2,100,0.8338731253730549
15,1.0,3,100,0.9402889687345248
15,1.0,1,101,0.6062527806951248
15,1.0,2,101,0.8470053105812513
15,1.0,3,101,0.9908709106334396
15,1.0,1,102,0.3999329099506483
15,1.0,2,102,0.7665063500160495
15,1.0,3,102,0.9515534799975555
15,1.0,1,103,0.0785837280911767
15,1.0,2,103,0.8755613555797893
15,1.0,3,103,0.8679008620405883
15,1.0,1,104,0.7482089471497696
15,1.0,2,104,0.8337825746141658
15,1.0,3,104,0.7319978081167763
15,1.0,1,105,0.7693282986380705
15,1.0,2,105,0.8309003309575977
15,1.0,3,105,0.9855331628263095
15,1.0,1,106,0.8067215966315806
15,1.0,2,106,0.8380701203443885
15,1.0,3,106,0.9188582027577343
15,1.0,1,107,0.6294205813015116
15,1.0,2,107,0.9121121152020485
15,1.0,3,107,0.9703775468200768
15,1.0,1,108,0.8558351284503276
15,1.0,2,108,0.9623719446751539
15,1.0,3,108,0.9202938008707022
15,1.0,1,109,0.8197402764668825
15,1.0,2,109,0.9888198764879489
15,1.0,3,109,0.8902819864237022
15,1.0,1,110,0.29617973319772467
15,1.0,2,110,0.521017617955106
15,1.0,3,110,0.819820774718511
15,1.0,1,111,0.8535099182013521
15,1.0,2,111,0.9784129835772483
15,1.0,3,111,0.6676692671029278
15,1.0,1,112,0.7678594077264098
15,1.0,2,112,0.9763088453096851
15,1.0,3,112,0.858406578139793
15,1.0,1,113,0.41631207417694815
15,1.0,2,113,0.8442941536310706
15,1.0,3,113,0.9912609451331557
15,1.0,1,114,0.9371100841892412
15,1.0,2,114,0.9667372548658176
15,1.0,3,114,0.9602794822391213
15,1.0,1,115,0.8695539795273542
15,1.0,2,115,0.8355021553941316
15,1.0,3,115,0.871146057048508
15,1.0,1,116,0.7555294906821638
15,1.0,2,116,0.8739425505311731
15,1.0,3,116,0.9911739781655684
15,1.0,1,117,0.6312752222123081
15,1.0,2,117,0.4964492826912712
15,1.0,3,117,0.6674816988322503
15,1.0,1,118,0.8905081634843277
15,1.0,2,118,0.8285415684513142
15,1.0,3,118,0.9784909720248046
15,1.0,1,119,0.13613856906304475
15,1.0,2,119,0.4990098769069085
15,1.0,3,119,0.9749115251589145
15,1.0,1,120,0.3358814744638754
15,1.0,2,120,0.9435023449349137
15,1.0,3,120,0.8204154924016707
15,1.0,1,121,0.1588162460328286
15,1.0,2,121,0.5894366162447084
15,1.0,3,121,0.9838747133311592
15,1.0,1,122,0.6336401508172106
15,1.0,2,122,0.9113868559667138
15,1.0,3,122,0.70552657197696
15,1.0,1,123,0.6269871563195785
15,1.0,2,123,0.841716927562455
15,1.0,3,123,0.9891679784701862
15,1.0,1,124,0.3498223044240572
15,1.0,2,124,0.7474192683203793
15,1.0,3,124,0.9719218402963716
15,1.0,1,125,0.7145770160645224
15,1.0,2,125,0.905436607995225
15,1.0,3,125,0.7230784056971515
15,1.0,1,126,0.9247373643772024
15,1.0,2,126,0.8937488271185724
15,1.0,3,126,0.9842322952092794
15,1.0,1,127,0.526098901395891
15,1.0,2,127,0.6295286560521036
15,1.0,3,127,0.9089838257056407
15,1.0,1,128,0.028230203849664643
15,1.0,2,128,0.7294398714166952
15,1.0,3,128,0.9700367529510001
15,1.0,1,129,0.45901093311810076
15,1.0,2,129,0.9415978475459758
15,1.0,3,129,0.9274236791800458
15,1.0,1,130,0.3141726087471447
15,1.0,2,130,0.6063283929186005
15,1.0,3,130,0.9942999178368863
15,1.0,1,131,0.3987195854781644
15,1.0,2,131,0.8545580701975057
15,1.0,3,131,0.9677130389011291
15,1.0,1,132,0.7631483605728105
15,1.0,2,132,0.8771827451516339
15,1.0,3,132,0.9683225458036088
15,1.0,1,133,0.8847255317751987
15,1.0,2,133,0.8296456196491598
15,1.0,3,133,0.7862586569908266
15,1.0,1,134,0.9459444406159984
15,1.0,2,134,0.9906283155396851
15,1.0,3,134,0.6743702630114937
15,1.0,1,135,0.9634142598271241
15,1.0,2,135,0.5784499529107917
15,1.0,3,135,0.6677139862136041
15,1.0,1,136,0.8928478158693042
15,1.0,2,136,0.9509939257192972
15,1.0,3,136,0.9000881585521903
15,1.0,1,137,0.9724501167115577
15,1.0,2,137,0.9655348957064764
15,1.0,3,137,0.8364757181950826
15,1.0,1,138,0.014303759846493376
15,1.0,2,138,0.5923107949053156
15,1.0,3,138,0.7485621368351153
15,1.0,1,139,0.0030633679238647083
15,1.0,2,139,0.9113358898422202
15,1.0,3,139,0.6760193236460025
15,1.0,1,140,0.7752930246569144
15,1.0,2,140,0.5126824999327843
15,1.0,3,140,0.9735409545390444
15,1.0,1,141,0.9127627144863063
15,1.0,2,141,0.8837372540493792
15,1.0,3,141,0.9631301696334647
15,1.0,1,142,0.9525834548480636
15,1.0,2,142,0.9453986691715082
15,1.0,3,142,0.7810973110355355
15,1.0,1,143,0.9366223321653554
15,1.0,2,143,0.9495027594689066
15,1.0,3,143,0.9129923207185895
15,1.0,1,144,0.8606165590786883
15,1.0,2,144,0.918524282552876
15,1.0,3,144,0.9872020429499989
15,1.0,1,145,0.7030628662139883
15,1.0,2,145,0.9344800012563486
15,1.0,3,145,0.9695621675945977
15,1.0,1,146,0.2272459737830088
15,1.0,2,146,0.8942735007613292
15,1.0,3,146,0.9489591782385034
15,1.0,1,147,0.6453783009756169
15,1.0,2,147,0.9212589222519179
15,1.0,3,147,0.992230883008797
15,1.0,1,148,0.5337352377741523
15,1.0,2,148,0.8810200211005885
15,1.0,3,148,0.9524636285851279
15,1.0,1,149,0.9487163724317533
15,1.0,2,149,0.5556109368562996
15,1.0,3,149,0.9799802538053776
15,1.0,1,150,0.7841782432273089
15,1.0,2,150,0.8602460966502719
15,1.0,3,150,0.9716296170084554
15,1.0,1,151,0.47046005894270737
15,1.0,2,151,0.978655059160666
15,1.0,3,151,0.694700588773752
15,1.0,1,152,0.9503732417746331
15,1.0,2,152,0.9728097701165332
15,1.0,3,152,0.7016048653645784
15,1.0,1,153,0.5256761140741464
15,1.0,2,153,0.8534827348867275
15,1.0,3,153,0.865703841961399
15,1.0,1,154,0.8784928416929363
15,1.0,2,154,0.7121968148690266
15,1.0,3,154,0.9814949049046856
15,1.0,1,155,0.957196719847042
15,1.0,2,155,0.9759898047906009
15,1.0,3,155,0.6669359983086248
15,1.0,1,156,0.7761487836093238
15,1.0,2,156,0.8273050077663584
15,1.0,3,156,0.7057778697793776
15,1.0,1,157,0.8538735832580789
15,1.0,2,157,0.6321192419068584
15,1.0,3,157,0.8095020169083593
15,1.0,1,158,0.024976289955954422
15,1.0,2,158,0.8961426755275175
15,1.0,3,158,0.9808754544163801
15,1.0,1,159,0.5071739708212767
15,1.0,2,159,0.9233652915250956
15,1.0,3,159,0.9615192186651559
15,1.0,1,160,0.5557344246518384
15,1.0,2,160,0.6202729259440333
15,1.0,3,160,0.9678543413152744
15,1.0,1,161,0.8235985439105149
15,1.0,2,161,0.854668772796747
15,1.0,3,161,0.9659631542869759
15,1.0,1,162,0.4647591973694324
15,1.0,2,162,0.8271138138097913
15,1.0,3,162,0.9935567870183927
15,1.0,1,163,0.6695428094520625
15,1.0,2,163,0.823075836984178
15,1.0,3,163,0.8830783599225137
15,1.0,1,164,0.5755284869662854
15,1.0,2,164,0.5755956297511376
15,1.0,3,164,0.8428480159760111
15,1.0,1,165,0.9588294028432978
15,1.0,2,165,0.9281113419709122
15,1.0,3,165,0.9349196393869678
15,1.0,1,166,0.9249305719735464
15,1.0,2,166,0.9206493067819241
15,1.0,3,166,0.9665965806077192
15,1.0,1,167,0.9037580873656141
15,1.0,2,167,0.9703877744573712
15,1.0,3,167,0.9404447329019772
15,1.0,1,168,0.4288257173017369
15,1.0,2,168,0.9445009007355004
15,1.0,3,168,0.8867436011801475
15,1.0,1,169,0.045479866979699884
15,1.0,2,169,0.8758777790239411
15,1.0,3,169,0.9419416767118708
15,1.0,1,170,0.6151140003184364
15,1.0,2,170,0.8782042187581298
15,1.0,3,170,0.9846977470734611
15,1.0,1,171,0.2825779212097908
15,1.0,2,171,0.984749624172456
15,1.0,3,171,0.9931900078697636
15,1.0,1,172,0.8012410371371321
15,1.0,2,172,0.49707785527614046
15,1.0,3,172,0.9749968295272321
15,1.0,1,173,0.30568128378262727
15,1.0,2,173,0.6242554505177222
15,1.0,3,173,0.9721325337907878
15,1.0,1,174,0.9711686687730751
15,1.0,2,174,0.8560970797492342
15,1.0,3,174,0.9317393371233053
15,1.0,1,175,0.37871856440024115
15,1.0,2,175,0.760104223690359
15,1.0,3,175,0.9818398058200376
15,1.0,1,176,0.9137827436787435
15,1.0,2,176,0.9279886881677821
15,1.0,3,176,0.7248813539176641
15,1.0,1,177,0.846497273727256
15,1.0,2,177,0.8850494802150141
15,1.0,3,177,0.9907246731639581
15,1.0,1,178,0.5683591150405821
15,1.0,2,178,0.820168240625029
15,1.0,3,178,0.9426560191877017
15,1.0,1,179,0.8737805997729128
15,1.0,2,179,0.9454496986919136
15,1.0,3,179,0.9788017978102025
15,1.0,1,180,0.5691611564794458
15,1.0,2,180,0.7220586745481654
15,1.0,3,180,0.9746344645431447
15,1.0,1,181,0.9295126712310711
15,1.0,2,181,0.5420629373208543
15,1.0,3,181,0.9432886200063054
15,1.0,1,182,0.7221599739790371
15,1.0,2,182,0.665238744824149
15,1.0,3,182,0.9485304072913383
15,1.0,1,183,0.9632848468162052
15,1.0,2,183,0.8064013200597173
15,1.0,3,183,0.7333512446470632
15,1.0,1,184,0.9273453309550744
15,1.0,2,184,0.7423265776257004
15,1.0,3,184,0.7239601048495885
15,1.0,1,185,0.05752798555892141
15,1.0,2,185,0.908420660066481
15,1.0,3,185,0.7453093633570985
15,1.0,1,186,0.8712222471056427
15,1.0,2,186,0.8235899341620296
15,1.0,3,186,0.7975794320111284
15,1.0,1,187,0.9699574092635944
15,1.0,2,187,0.8957812549745923
15,1.0,3,187,0.818047143704456
15,1.0,1,188,0.3563362900866366
15,1.0,2,188,0.9185115025785127
15,1.0,3,188,0.7605344381409496
15,1.0,1,189,0.25493129644432805
15,1.0,2,189,0.8064741819606565
15,1.0,3,189,0.7008134175354681
15,1.0,1,190,0.936164859940873
15,1.0,2,190,0.632803601554982
15,1.0,3,190,0.9389109831108092
15,1.0,1,191,0.28281528082269375
15,1.0,2,191,0.5966340094849197
15,1.0,3,191,0.9769008563464564
15,1.0,1,192,0.7608937907958134
15,1.0,2,192,0.6500820333760298
15,1.0,3,192,0.943019160010619
15,1.0,1,193,0.02200929518361553
15,1.0,2,193,0.9189367740078032
15,1.0,3,193,0.8772928156435563
15,1.0,1,194,0.8219700527173838
15,1.0,2,194,0.7930080202037233
15,1.0,3,194,0.8973193901552605
15,1.0,1,195,0.15653619521027776
15,1.0,2,195,0.8584277230108931
15,1.0,3,195,0.9808620695618298
15,1.0,1,196,0.9042188595066322
15,1.0,2,196,0.617526615525514
15,1.0,3,196,0.9709966107241867
15,1.0,1,197,0.952938733479053
15,1.0,2,197,0.9647058870501802
15,1.0,3,197,0.9936161052063556
15,1.0,1,198,0.10404767780707701
15,1.0,2,198,0.8568539458358315
15,1.0,3,198,0.9463108480710657
15,1.0,1,199,0.6654375436582286
15,1.0,2,199,0.5256965904216843
15,1.0,3,199,0.7450889192297563
15,2.0,1,0,0.9457120332538623
15,2.0,2,0,0.9106150314666448
15,2.0,3,0,0.9216277350725596
15,2.0,1,1,0.26988235061303684
15,2.0,2,1,0.8499303808968188
15,2.0,3,1,0.9646008604267426
15,2.0,1,2,0.42973144119144346
15,2.0,2,2,0.8525834951604423
15,2.0,3,2,0.980777316140056
15,2.0,1,3,0.8187877611780641
15,2.0,2,3,0.9529879688126239
15,2.0,3,3,0.9216861238788576
15,2.0,1,4,0.6911973413444548
15,2.0,2,4,0.5214886953204819
15,2.0,3,4,0.8283103914486714
15,2.0,1,5,0.8350461629570577
15,2.0,2,5,0.9663131847659836
15,2.0,3,5,0.814019526495076
15,2.0,1,6,0.8666790879447487
15,2.0,2,6,0.5300691244113657
15,2.0,3,6,0.9936781028229505
15,2.0,1,7,0.26554870153383403
15,2.0,2,7,0.7119856670401694
15,2.0,3,7,0.9578183316211754
15,2.0,1,8,0.7881727089985241
15,2.0,2,8,0.9821187390197765
15,2.0,3,8,0.9591253508232086
15,2.0,1,9,0.8172446482680322
15,2.0,2,9,0.883332194384489
15,2.0,3,9,0.7798501559941777
15,2.0,1,10,0.9625382457087072
15,2.0,2,10,0.8990917358310885
15,2.0,3,10,0.8085047138305587
15,2.0,1,11,0.0007407769584326615
15,2.0,2,11,0.7626545099531308
15,2.0,3,11,0.877935626573581
15,2.0,1,12,0.1921270962126359
15,2.0,2,12,0.9701996829405952
15,2.0,3,12,0.702341911716872
15,2.0,1,13,0.9548027432875561
15,2.0,2,13,0.7606718441770997
15,2.0,3,13,0.9945521041718731
15,2.0,1,14,0.16616650087320323
15,2.0,2,14,0.7496650120765235
15,2.0,3,14,0.9501910624055165
15,2.0,1,15,0.5420829340212601
15,2.0,2,15,0.9044855437454734
15,2.0,3,15,0.9299087420385245
15,2.0,1,16,0.44815950412453776
15,2.0,2,16,0.9359508119862521
15,2.0,3,16,0.8092072164827382
15,2.0,1,17,0.9884431158988275
15,2.0,2,17,0.8805020071155706
15,2.0,3,17,0.8829599877463806
15,2.0,1,18,0.3349206832319247
15,2.0,2,18,0.48002212468099
15,2.0,3,18,0.7684222378986726
15,2.0,1,19,0.8176975569830603
15,2.0,2,19,0.9039955652878826
15,2.0,3,19,0.6690620814188603
15,2.0,1,20,0.9315329244543905
15,2.0,2,20,0.7868421923959941
15,2.0,3,20,0.7362755221407217
15,2.0,1,21,0.7816840385664925
15,2.0,2,21,0.630705009237966
15,2.0,3,21,0.9903921160745698
15,2.0,1,22,0.7778015779481868
15,2.0,2,22,0.8243558633087436
15,2.0,3,22,0.9842891608120957
15,2.0,1,23,0.7157367271578285
15,2.0,2,23,0.9766675919369332
15,2.0,3,23,0.6780185586094557
15,2.0,1,24,0.022281660764842285
15,2.0,2,24,0.9360043638539441
15,2.0,3,24,0.9855119028679641
15,2.0,1,25,0.7278843232153066
15,2.0,2,25,0.8951867575491728
15,2.0,3,25,0.9641624626938047
15,2.0,1,26,0.6047254130564576
15,2.0,2,26,0.8367167633729162
15,2.0,3,26,0.9518337816757901
15,2.0,1,27,0.9178096169597835
15,2.0,2,27,0.9454951952888864
15,2.0,3,27,0.6853565432347879
15,2.0,1,28,0.004905132993602954
15,2.0,2,28,0.9301843106133723
15,2.0,3,28,0.7706295516644556
15,2.0,1,29,0.9467850868758211
15,2.0,2,29,0.9349940093206328
15,2.0,3,29,0.6986295488635798
15,2.0,1,30,0.8028906588144958
15,2.0,2,30,0.7377015910106473
15,2.0,3,30,0.9546320862166296
15,2.0,1,31,0.8392826065118312
15,2.0,2,31,0.9000212412050859
15,2.0,3,31,0.8228939141445939
15,2.0,1,32,0.8557326298111422
15,2.0,2,32,0.5828823549658793
15,2.0,3,32,0.729546307901589
15,2.0,1,33,0.9490524453584036
15,2.0,2,33,0.9863577284162999
15,2.0,3,33,0.7802860402855737
15,2.0,1,34,0.8826089855374059
15,2.0,2,34,0.9398221011160452
15,2.0,3,34,0.9599510799053261
15,2.0,1,35,0.89363470957823
15,2.0,2,35,0.7716389879642863
15,2.0,3,35,0.9828522789770645
15,2.0,1,36,0.9208782176919709
15,2.0,2,36,0.8663663960150448
15,2.0,3,36,0.920499027504683
15,2.0,1,37,0.9575854465667571
15,2.0,2,37,0.5692894985747129
15,2.0,3,37,0.960760365038445
15,2.0,1,38,0.20343532367080477
15,2.0,2,38,0.8653533667631159
15,2.0,3,38,0.9165200055911457
15,2.0,1,39,0.8611097141888683
15,2.0,2,39,0.8816008650148204
15,2.0,3,39,0.9103345509150054
15,2.0,1,40,0.712321190473578
15,2.0,2,40,0.5260667143736942
15,2.0,3,40,0.9790777723713995
15,2.0,1,41,0.11609494681054018
15,2.0,2,41,0.5396552681083684
15,2.0,3,41,0.9874791002655917
15,2.0,1,42,0.9123756666565556
15,2.0,2,42,0.4988282164550918
15,2.0,3,42,0.8186739171072185
15,2.0,1,43,0.69619031246738
15,2.0,2,43,0.6803436181396335
15,2.0,3,43,0.9733854016836868
15,2.0,1,44,0.9382257094073554
15,2.0,2,44,0.9404716996742348
15,2.0,3,44,0.9527526906010265
15,2.0,1,45,0.8644924288410968
15,2.0,2,45,0.7591414293861258
15,2.0,3,45,0.9054872505331355
15,2.0,1,46,0.7202119163441244
15,2.0,2,46,0.9074735671748704
15,2.0,3,46,0.9022136584192232
15,2.0,1,47,0.5733755511167046
15,2.0,2,47,0.8325003457722691
15,2.0,3,47,0.9796779582368534
15,2.0,1,48,0.07165090131904248
15,2.0,2,48,0.9373595455949659
15,2.0,3,48,0.667112693208507
15,2.0,1,49,0.933544828897957
15,2.0,2,49,0.9708276090024144
15,2.0,3,49,0.7664909544594258
15,2.0,1,50,0.10316521002273617
15,2.0,2,50,0.8281478996079338
15,2.0,3,50,0.9338960009961145
15,2.0,1,51,0.9126284989532729
15,2.0,2,51,0.9550883715998718
15,2.0,3,51,0.7487917622998873
15,2.0,1,52,0.5539585309278544
15,2.0,2,52,0.8132552846266343
15,2.0,3,52,0.9883956254800873
15,2.0,1,53,0.928963171352491
15,2.0,2,53,0.7038626058611588
15,2.0,3,53,0.9441333612695831
15,2.0,1,54,0.6187231988750682
15,2.0,2,54,0.9474541467324735
15,2.0,3,54,0.8440069229287562
15,2.0,1,55,0.4793765876220861
15,2.0,2,55,0.7973632165516494
15,2.0,3,55,0.9522752552832486
15,2.0,1,56,0.8909157697894652
15,2.0,2,56,0.9454943309347967
15,2.0,3,56,0.9286180977974899
15,2.0,1,57,0.5301201110717325
15,2.0,2,57,0.8694080676122522
15,2.0,3,57,0.8957522902955785
15,2.0,1,58,0.9639169841447104
15,2.0,2,58,0.9162481200482449
15,2.0,3,58,0.919962550411249
15,2.0,1,59,0.6973119050361524
15,2.0,2,59,0.9179084940732043
15,2.0,3,59,0.8932717529264678
15,2.0,1,60,0.8796318231167927
15,2.0,2,60,0.9381672800490265
15,2.0,3,60,0.9307508236929775
15,2.0,1,61,0.11781781558991679
15,2.0,2,61,0.5221059715561994
15,2.0,3,61,0.9974761650591887
15,2.0,1,62,0.9646179972176968
15,2.0,2,62,0.9567621571703853
15,2.0,3,62,0.6991784095558481
15,2.0,1,63,0.6092908784694817
15,2.0,2,63,0.8210257982566864
15,2.0,3,63,0.6677072922870476
15,2.0,1,64,0.0522491402647147
15,2.0,2,64,0.8784227025478746
15,2.0,3,64,0.9182431547677717
15,2.0,1,65,0.8644788975724065
15,2.0,2,65,0.7383528405388882
15,2.0,3,65,0.9890516669704817
15,2.0,1,66,0.9549985518043108
15,2.0,2,66,0.9511507085978462
15,2.0,3,66,0.8564134478574786
15,2.0,1,67,0.40601163455847034
15,2.0,2,67,0.8135939682850206
15,2.0,3,67,0.8680385233962125
15,2.0,1,68,0.14920776526571317
15,2.0,2,68,0.831449298665226
15,2.0,3,68,0.9855182321950419
15,2.0,1,69,0.46335741147197484
15,2.0,2,69,0.9616842059758663
15,2.0,3,69,0.8673109887301366
15,2.0,1,70,0.6014638530056409
15,2.0,2,70,0.8835666840251434
15,2.0,3,70,0.9834885491341824
15,2.0,1,71,0.8248839063584862
15,2.0,2,71,0.8947614979542574
15,2.0,3,71,0.9467704060168382
15,2.0,1,72,0.9382748861299252
15,2.0,2,72,0.500390720799672
15,2.0,3,72,0.9807693413857016
15,2.0,1,73,0.8922360896998508
15,2.0,2,73,0.8403822091687733
15,2.0,3,73,0.6937593168614216
15,2.0,1,74,0.5540588338643656
15,2.0,2,74,0.9335362651685113
15,2.0,3,74,0.6710288811291134
15,2.0,1,75,0.9236225365392541
15,2.0,2,75,0.9830443073637759
15,2.0,3,75,0.6740049568291838
15,2.0,1,76,0.7756383905676961
15,2.0,2,76,0.9192709590849284
15,2.0,3,76,0.7250623617946604
15,2.0,1,77,0.07383673265531779
15,2.0,2,77,0.8406283196893494
15,2.0,3,77,0.9705814450702661
15,2.0,1,78,0.8758252836215893
15,2.0,2,78,0.5221434593398439
15,2.0,3,78,0.7234054717428142
15,2.0,1,79,0.8783779901401111
15,2.0,2,79,0.8399604003593935
15,2.0,3,79,0.9872865845556386
15,2.0,1,80,0.03386605220288376
15,2.0,2,80,0.9791882612381628
15,2.0,3,80,0.8679514035113268
15,2.0,1,81,0.4330512140416074
15,2.0,2,81,0.9766988609739866
15,2.0,3,81,0.980650629395997
15,2.0,1,82,0.8358364265118209
15,2.0,2,82,0.5001963151757616
15,2.0,3,82,0.752093397135876
15,2.0,1,83,0.48566738688428257
15,2.0,2,83,0.8592366161146823
15,2.0,3,83,0.9773737671385114
15,2.0,1,84,0.7946775919394745
15,2.0,2,84,0.9226233731107036
15,2.0,3,84,0.8032182645081111
15,2.0,1,85,0.7267716126477471
15,2.0,2,85,0.901890526044622
15,2.0,3,85,0.9757725611349087
15,2.0,1,86,0.921423479313197
15,2.0,2,86,0.8748806799217951
15,2.0,3,86,0.7319035210844032
15,2.0,1,87,0.9498563284289956
15,2.0,2,87,0.961963137297128
15,2.0,3,87,0.9646059909671466
15,2.0,1,88,0.9092237996118908
15,2.0,2,88,0.5754105760339491
15,2.0,3,88,0.8989425628229147
